iter	Passed	Remaining
462	764	887
463	766	884
464	767	882
465	768	880
466	769	878
467	771	876
468	772	874
469	773	872
470	774	870
471	775	867
472	777	865
473	778	863
474	779	861
475	780	858
476	781	856
477	782	854
478	783	852
479	784	850
480	785	848
481	787	845
482	788	843
483	789	841
484	790	839
485	791	837
486	793	835
487	794	833
488	795	831
489	797	829
490	798	827
491	799	825
492	800	823
493	801	821
494	802	818
495	803	816
496	804	814
497	805	812
498	807	810
499	808	808
500	809	806
501	810	803
502	811	801
503	812	799
504	813	797
505	815	796
506	816	794
507	818	792
508	819	790
509	820	788
510	821	786
511	822	784
512	823	782
513	824	779
514	825	777
515	827	775
516	828	773
517	829	771
518	830	769
519	831	767
520	832	765
521	833	763
522	835	761
523	836	759
524	838	758
525	839	756
526	840	754
527	841	752
528	843	750
529	844	748
530	845	746
531	846	744
532	847	742
533	848	740
534	850	738
535	851	736
536	852	734
537	853	733
538	855	731
539	857	730
540	858	728
541	859	726
542	860	724
543	862	723
544	864	721
545	865	720
546	867	718
547	868	716
548	869	714
549	871	712
550	872	710
551	873	708
552	874	707
553	875	705
554	877	703
555	879	702
556	880	700
557	881	698
558	883	696
559	884	694
560	885	693
561	886	691
562	887	689
563	889	687
564	890	685
565	891	683
566	892	681
567	893	679
568	894	677
569	895	675
570	897	674
571	898	672
572	899	670
573	901	668
574	902	666
575	903	665
576	904	663
577	905	661
578	907	659
579	908	657
580	909	655
581	910	654
582	911	652
583	913	650
584	914	648
585	915	646
586	916	644
587	917	642
588	918	640
589	919	639
590	920	637
591	922	635
592	923	634
593	925	632
594	926	630
595	927	628
596	929	627
597	930	625
598	932	624
599	933	622
600	935	620
601	936	619
602	937	617
603	938	615
604	939	613
605	941	611
606	942	610
607	943	608
608	945	606
609	946	605
610	948	603
611	949	601
612	950	600
613	952	598
614	953	596
615	954	595
616	956	593
617	959	592
618	960	591
619	963	590
620	968	590
621	970	589
622	973	588
623	974	587
624	976	585
625	978	584
626	984	585
627	985	584
628	987	582
629	991	582
630	995	582
631	998	581
632	1000	580
633	1002	578
634	1003	576
635	1004	575
636	1006	573
637	1007	571
638	1008	569
639	1010	568
640	1013	567
641	1014	565
642	1016	564
643	1018	562
644	1020	561
645	1024	561
646	1026	559
647	1027	558
648	1029	556
649	1030	554
650	1032	553
651	1034	552
652	1037	551
653	1039	549
654	1041	548
655	1042	546
656	1047	546
657	1049	545
658	1051	543
659	1052	542
660	1054	540
661	1057	539
662	1059	538
663	1061	537
664	1062	535
665	1064	533
666	1065	532
667	1067	530
668	1068	528
669	1071	527
670	1073	526
671	1075	524
672	1077	523
673	1081	523
674	1083	521
675	1085	520
676	1088	519
677	1090	517
678	1093	516
679	1095	515
680	1097	513
681	1099	512
682	1101	511
683	1103	509
684	1104	508
685	1105	506
686	1106	504
687	1108	502
688	1109	500
689	1110	498
690	1111	497
691	1112	495
692	1113	493
693	1115	491
694	1116	489
695	1117	488
696	1118	486
697	1119	484
698	1120	482
699	1121	480
700	1123	479
701	1125	477
702	1126	475
703	1127	474
704	1129	472
705	1130	470
706	1131	468
707	1133	467
708	1134	465
709	1135	463
710	1136	461
711	1137	460
712	1138	458
713	1139	456
714	1140	454
715	1142	453
716	1143	451
717	1144	449
718	1146	448
719	1148	446
720	1149	444
721	1150	442
722	1151	441
723	1152	439
724	1153	437
725	1154	435
726	1156	434
727	1157	432
728	1158	430
729	1159	428
730	1160	427
731	1161	425
732	1162	423
733	1163	421
734	1164	420
735	1166	418
736	1167	416
737	1169	415
738	1170	413
739	1172	411
740	1173	410
741	1174	408
742	1175	406
743	1176	404
744	1177	403
745	1178	401
746	1179	399
747	1181	397
748	1182	396
749	1183	394
750	1184	392
751	1185	391
752	1186	389
753	1187	387
754	1189	385
755	1190	384
756	1192	382
757	1193	381
758	1194	379
759	1195	377
760	1196	375
761	1197	374
762	1198	372
763	1200	370
764	1201	369
765	1202	367
766	1204	365
767	1205	364
768	1206	362
769	1207	360
770	1208	358
771	1209	357
772	1210	355
773	1212	353
774	1213	352
775	1215	350
776	1216	349
777	1218	347
778	1219	345
779	1220	344
780	1222	342
781	1224	341
782	1225	339
783	1226	337
784	1227	336
785	1228	334
786	1229	332
787	1230	331
788	1231	329
789	1232	327
790	1234	326
791	1235	324
792	1237	322
793	1238	321
794	1239	319
795	1240	318
796	1242	316
797	1243	314
798	1244	313
799	1245	311
800	1246	309
801	1247	308
802	1248	306
803	1250	304
804	1251	303
805	1252	301
806	1253	299
807	1254	298
808	1255	296
809	1256	294
810	1258	293
811	1260	291
812	1261	290
813	1262	288
814	1263	286
815	1264	285
816	1265	283
817	1266	281
818	1267	280
819	1269	278
820	1270	276
821	1271	275
822	1272	273
823	1273	272
824	1274	270
825	1275	268
826	1276	267
827	1278	265
828	1279	263
829	1281	262
830	1282	260
831	1283	259
832	1284	257
833	1285	255
834	1286	254
835	1288	252
836	1289	251
837	1290	249
838	1291	247
839	1292	246
840	1293	244
841	1294	242
842	1295	241
843	1297	239
844	1298	238
845	1299	236
846	1300	234
847	1302	233
848	1303	231
849	1305	230
850	1306	228
851	1308	227
852	1309	225
853	1311	224
854	1312	222
855	1313	221
856	1315	219
857	1316	217
858	1317	216
859	1318	214
860	1319	213
861	1320	211
862	1322	209
863	1323	208
864	1325	206
865	1326	205
866	1327	203
867	1328	202
868	1329	200
869	1331	198
870	1332	197
871	1333	195
872	1334	194
873	1335	192
874	1336	190
875	1337	189
876	1338	187
877	1339	186
878	1341	184
879	1342	183
880	1343	181
881	1344	179
882	1345	178
883	1347	176
884	1348	175
885	1349	173
886	1351	172
887	1352	170
888	1353	168
889	1354	167
890	1355	165
891	1356	164
892	1357	162
893	1359	161
894	1360	159
895	1361	158
896	1362	156
897	1363	154
898	1364	153
899	1365	151
900	1366	150
901	1368	148
902	1369	147
903	1371	145
904	1372	144
905	1373	142
906	1374	140
907	1375	139
908	1376	137
909	1378	136
910	1379	134
911	1380	133
912	1381	131
913	1382	130
914	1383	128
915	1384	126
916	1385	125
917	1387	123
918	1388	122
919	1389	120
920	1390	119
921	1392	117
922	1394	116
923	1395	114
924	1396	113
925	1397	111
926	1398	110
927	1399	108
928	1400	107
929	1401	105
930	1403	103
931	1404	102
932	1405	100
933	1406	99
934	1407	97
935	1408	96
936	1409	94
937	1410	93
938	1412	91
939	1413	90
940	1415	88
941	1416	87
942	1417	85
943	1419	84
944	1420	82
945	1421	81
946	1423	79
947	1424	78
948	1425	76
949	1426	75
950	1428	73
951	1429	72
952	1430	70
953	1431	69
954	1432	67
955	1433	65
956	1435	64
957	1437	63
958	1438	61
959	1439	59
960	1440	58
961	1441	56
962	1443	55
963	1444	53
964	1445	52
965	1446	50
966	1447	49
967	1448	47
968	1450	46
969	1451	44
970	1452	43
971	1454	41
972	1455	40
973	1457	38
974	1460	37
975	1461	35
976	1462	34
977	1463	32
978	1464	31
979	1465	29
980	1466	28
981	1468	26
982	1469	25
983	1470	23
984	1471	22
985	1472	20
986	1473	19
987	1474	17
988	1475	16
989	1477	14
990	1478	13
991	1479	11
992	1480	10
993	1482	8
994	1483	7
995	1485	5
996	1486	4
997	1487	2
998	1488	1
999	1489	0
